measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.538011695906433,12.0702321529388,20.2504966259003,1,0.547445255474453
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.489247311827957,12.0145280361176,20.1938927173615,2,0.547445255474453
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.615384615384615,12.0352201461792,19.6266076564789,3,0.547445255474453
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.524137931034483,12.0050418376923,19.6288325786591,4,0.547445255474453
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.606299212598425,12.0304889678955,19.4252803325653,5,0.547445255474453
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.561643835616438,12.0702321529388,20.2504966259003,1,0.533783783783784
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.528409090909091,12.0145280361176,20.1938927173615,2,0.533783783783784
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.392857142857143,12.0352201461792,19.6266076564789,3,0.533783783783784
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.550295857988166,12.0050418376923,19.6288325786591,4,0.533783783783784
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.567796610169492,12.0304889678955,19.4252803325653,5,0.533783783783784
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.388429752066116,12.0702321529388,20.2504966259003,1,0.40495867768595
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.396694214876033,12.0145280361176,20.1938927173615,2,0.40495867768595
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.355371900826446,12.0352201461792,19.6266076564789,3,0.40495867768595
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.363636363636364,12.0050418376923,19.6288325786591,4,0.40495867768595
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.611570247933884,12.0304889678955,19.4252803325653,5,0.40495867768595
